IDFIL,NAME,TOTAL_FLUX,MEAN_DENS,MEAN_TEMP,ELLIPTICITY,CONTRAST,SATELLITE,INSTRUMENT
2430,HiGALFil022.9055-0.7455,2.1556000e+24,3.5955000e+20,22.1370,1.58730,1.11030,Herschel,SPIRE
2447,HiGALFil015.4234-0.7379,1.8435000e+24,1.4148000e+20,21.2720,1.61290,1.05390,Herschel,SPIRE
2456,HiGALFil021.6339-0.7299,2.3967000e+24,5.0905000e+20,20.4900,1.36986,1.16300,Herschel,SPIRE
2461,HiGALFil020.3601-0.7125,4.8633000e+24,1.3661000e+21,19.6020,1.35135,1.32990,Herschel,SPIRE
2491,HiGALFil017.2959-0.7020,1.1664000e+25,1.8521000e+21,18.6290,1.29870,1.31220,Herschel,SPIRE
2517,HiGALFil013.2389-0.7354,2.2188000e+24,3.3790000e+20,19.6540,1.81818,1.05800,Herschel,SPIRE
2526,HiGALFil022.2210-0.6515,2.6767000e+25,2.7669000e+21,18.1230,2.22222,1.52000,Herschel,SPIRE
2531,HiGALFil018.8982-0.7093,4.9006000e+24,1.0090000e+21,18.9290,2.32558,1.44270,Herschel,SPIRE
2534,HiGALFil017.6677-0.7131,8.2460000e+24,2.0718000e+21,18.8790,1.29870,1.35770,Herschel,SPIRE
2543,HiGALFil022.0217-0.6640,9.8289000e+24,1.4257000e+21,18.8240,3.33333,1.27770,Herschel,SPIRE
2545,HiGALFil021.8578-0.7159,2.8897000e+24,3.0934000e+20,19.8850,2.12766,1.10810,Herschel,SPIRE
2550,HiGALFil018.1067-0.7138,2.8125000e+24,5.3654000e+20,19.4940,1.81818,1.16330,Herschel,SPIRE
2564,HiGALFil022.6285-0.6799,7.7528000e+24,9.1525000e+20,20.6800,1.44928,1.22140,Herschel,SPIRE
2568,HiGALFil019.7935-0.7181,4.8282000e+24,2.0448000e+21,18.0840,1.85185,1.51600,Herschel,SPIRE
2574,HiGALFil016.1376-0.6369,3.1596000e+25,2.8128000e+21,18.4380,1.61290,1.43030,Herschel,SPIRE
2611,HiGALFil016.3943-0.5820,9.3163000e+25,7.1378000e+21,17.8410,2.22222,1.84550,Herschel,SPIRE
2626,HiGALFil021.0967-0.7047,2.0486000e+24,2.2563000e+20,19.9990,1.33333,1.08270,Herschel,SPIRE
2628,HiGALFil019.9383-0.6993,5.3245000e+24,1.2336000e+21,18.9510,1.66667,1.29660,Herschel,SPIRE
2648,HiGALFil020.5902-0.6867,3.7904000e+24,7.5155000e+20,19.9580,2.12766,1.16980,Herschel,SPIRE
2653,HiGALFil012.7361-0.6029,6.0429000e+25,5.8651000e+21,17.2810,2.17391,1.82220,Herschel,SPIRE
2682,HiGALFil013.5676-0.6573,7.5178000e+24,5.9501000e+20,19.9360,1.42857,1.11630,Herschel,SPIRE
2686,HiGALFil020.9070-0.6864,2.0473000e+24,2.6208000e+20,20.3470,2.38095,1.09410,Herschel,SPIRE
2689,HiGALFil018.6942-0.6327,1.5235000e+25,1.8102000e+21,19.4830,1.29870,1.34350,Herschel,SPIRE
2693,HiGALFil016.8233-0.6821,9.1929000e+24,2.4948000e+21,18.6440,1.40845,1.45550,Herschel,SPIRE
2721,HiGALFil021.7076-0.6799,4.0694000e+24,7.0350000e+20,20.9380,2.50000,1.13150,Herschel,SPIRE
2725,HiGALFil015.9712-0.6874,4.0346000e+24,1.1390000e+21,19.0180,1.47059,1.26560,Herschel,SPIRE
2727,HiGALFil015.4301-0.6764,2.2730000e+24,3.7164000e+20,21.0290,2.43902,1.12480,Herschel,SPIRE
2741,HiGALFil018.5812-0.6789,5.3621000e+24,1.4602000e+21,19.7300,1.58730,1.24170,Herschel,SPIRE
2743,HiGALFil018.0194-0.6527,8.0495000e+24,1.1249000e+21,18.8640,2.08333,1.22530,Herschel,SPIRE
2752,HiGALFil020.6973-0.6645,5.0571000e+24,1.3782000e+21,19.6130,1.53846,1.40770,Herschel,SPIRE
2756,HiGALFil017.8931-0.6533,3.3077000e+25,5.3405000e+21,17.8830,1.92308,1.71900,Herschel,SPIRE
2771,HiGALFil013.8558-0.6290,1.2373000e+25,1.8999000e+21,19.4330,2.56410,1.32400,Herschel,SPIRE
2775,HiGALFil022.9337-0.6539,2.4243000e+24,9.0949000e+19,22.5170,2.17391,1.06400,Herschel,SPIRE
2779,HiGALFil015.2318-0.6132,4.0068000e+25,8.0146000e+21,23.3890,4.16667,2.10410,Herschel,SPIRE
2792,HiGALFil019.8829-0.6560,4.0838000e+24,4.7704000e+20,18.8540,2.77778,1.09550,Herschel,SPIRE
2804,HiGALFil022.7494-0.6511,5.7981000e+24,5.1468000e+20,21.5070,2.32558,1.15530,Herschel,SPIRE
2814,HiGALFil017.0892-0.6608,7.2203000e+24,6.3928000e+20,19.0390,1.53846,1.14930,Herschel,SPIRE
2817,HiGALFil014.8371-0.6737,3.7751000e+24,1.4055000e+21,20.5650,1.81818,1.25610,Herschel,SPIRE
2833,HiGALFil014.3332-0.6361,2.8724000e+25,5.1136000e+21,17.9550,2.12766,1.57320,Herschel,SPIRE
2834,HiGALFil013.7871-0.6490,4.5360000e+24,7.3652000e+20,19.2640,1.85185,1.13750,Herschel,SPIRE
2840,HiGALFil021.1430-0.6740,1.6681000e+24,2.8896000e+20,20.0890,2.12766,1.10010,Herschel,SPIRE
2841,HiGALFil020.9603-0.6588,2.0842000e+24,1.4889000e+20,20.3960,1.40845,1.07920,Herschel,SPIRE
2845,HiGALFil017.1570-0.6645,5.0823000e+24,1.6237000e+21,18.9760,1.78571,1.24940,Herschel,SPIRE
2861,HiGALFil021.3865-0.5672,1.7460000e+25,2.5964000e+21,20.0140,2.63158,1.58000,Herschel,SPIRE
2869,HiGALFil016.0262-0.6495,4.9023000e+24,1.2616000e+21,19.0560,2.32558,1.29230,Herschel,SPIRE
2872,HiGALFil012.4206-0.6643,3.0362000e+24,8.8769000e+20,18.8370,1.69492,1.41620,Herschel,SPIRE
2885,HiGALFil015.9291-0.5851,2.8385000e+25,2.2935000e+21,18.7360,3.12500,1.36520,Herschel,SPIRE
2889,HiGALFil011.0141-0.6509,2.8189000e+24,2.9566000e+20,19.7090,1.78571,1.15230,Herschel,SPIRE
2898,HiGALFil014.0441-0.6434,4.6144000e+24,1.1426000e+21,19.7780,1.92308,1.19210,Herschel,SPIRE
2911,HiGALFil012.5222-0.6270,6.5537000e+24,1.7381000e+21,18.7580,1.42857,1.33690,Herschel,SPIRE
2916,HiGALFil020.4831-0.6434,3.4626000e+24,4.5711000e+20,19.4580,1.75439,1.17570,Herschel,SPIRE
2921,HiGALFil019.1343-0.6407,2.8956000e+24,1.3911000e+21,21.3880,1.56250,1.45440,Herschel,SPIRE
2934,HiGALFil011.1139-0.6407,2.2805000e+24,4.5080000e+20,19.8540,1.61290,1.20480,Herschel,SPIRE
2945,HiGALFil014.9049-0.6471,6.1404000e+24,2.1865000e+21,20.3480,1.61290,1.41320,Herschel,SPIRE
2948,HiGALFil013.1029-0.6453,2.8781000e+24,5.2915000e+20,19.0620,1.66667,1.12840,Herschel,SPIRE
2996,HiGALFil021.7346-0.6094,3.9595000e+24,3.7978000e+20,20.8310,2.56410,1.16770,Herschel,SPIRE
2998,HiGALFil020.8257-0.6094,4.0918000e+24,4.7404000e+20,20.2900,2.17391,1.14710,Herschel,SPIRE
3010,HiGALFil019.0323-0.5909,1.6999000e+25,4.2933000e+21,21.3950,1.21951,2.00830,Herschel,SPIRE
3012,HiGALFil018.2756-0.6158,6.4649000e+24,1.0226000e+21,19.1000,1.51515,1.22280,Herschel,SPIRE
3014,HiGALFil015.5477-0.6359,3.4093000e+24,7.1116000e+20,20.8340,2.56410,1.24140,Herschel,SPIRE
3049,HiGALFil016.6890-0.5939,2.0812000e+25,2.2996000e+21,18.6830,2.70270,1.35510,Herschel,SPIRE
3050,HiGALFil016.2871-0.6242,4.2954000e+24,2.6500000e+21,18.3000,1.49254,1.36950,Herschel,SPIRE
3062,HiGALFil019.9937-0.6273,5.1101000e+24,1.0726000e+21,19.5450,2.27273,1.16230,Herschel,SPIRE
3091,HiGALFil010.7388-0.6307,1.5462000e+24,1.7362000e+20,20.5510,2.43902,1.10690,Herschel,SPIRE
3097,HiGALFil020.6580-0.5623,9.5109000e+24,1.2274000e+21,19.7840,1.51515,1.32180,Herschel,SPIRE
3104,HiGALFil014.4640-0.6064,1.1021000e+25,5.0170000e+21,19.6310,1.56250,1.56090,Herschel,SPIRE
3115,HiGALFil019.8924-0.5495,1.5792000e+25,5.0428000e+21,19.0680,2.56410,2.18500,Herschel,SPIRE
3118,HiGALFil018.5430-0.5995,8.7434000e+24,8.8162000e+20,19.7950,1.69492,1.18910,Herschel,SPIRE
3121,HiGALFil017.0990-0.5858,1.6724000e+25,2.5646000e+21,18.4480,1.44928,1.37290,Herschel,SPIRE
3124,HiGALFil014.5945-0.5827,3.7400000e+25,1.0370000e+22,19.0970,1.53846,2.34920,Herschel,SPIRE
3127,HiGALFil012.9395-0.6049,4.5742000e+24,1.4933000e+21,19.2570,1.53846,1.19060,Herschel,SPIRE
3129,HiGALFil021.0255-0.5952,3.7056000e+24,5.6993000e+20,20.2300,2.70270,1.15200,Herschel,SPIRE
3143,HiGALFil022.9774-0.6107,2.5625000e+24,1.0358000e+21,21.3100,1.85185,1.35570,Herschel,SPIRE
3146,HiGALFil020.2576-0.5994,2.6196000e+24,5.8086000e+20,19.8900,1.69492,1.12990,Herschel,SPIRE
3152,HiGALFil012.4483-0.5706,9.1540000e+24,1.9057000e+21,19.7500,1.78571,1.35000,Herschel,SPIRE
3163,HiGALFil013.6732-0.5956,1.0267000e+25,4.8499000e+21,19.9020,1.63934,1.70050,Herschel,SPIRE
3185,HiGALFil014.1763-0.5303,1.0459000e+26,1.0958000e+22,17.8150,3.84615,2.01010,Herschel,SPIRE
3191,HiGALFil021.6750-0.5922,2.7366000e+24,8.0440000e+20,20.4170,1.92308,1.17110,Herschel,SPIRE
3202,HiGALFil015.6364-0.4964,5.8482000e+25,4.8709000e+21,18.7820,3.57143,1.82310,Herschel,SPIRE
3204,HiGALFil013.3728-0.5951,2.6871000e+24,6.1946000e+20,19.4330,2.00000,1.13360,Herschel,SPIRE
3209,HiGALFil017.7516-0.5947,3.7115000e+24,7.2758000e+20,19.0420,1.56250,1.18270,Herschel,SPIRE
3220,HiGALFil011.4985-0.5947,2.1217000e+24,6.3151000e+20,19.2280,1.56250,1.22530,Herschel,SPIRE
3226,HiGALFil021.8708-0.5836,3.5488000e+24,1.3416000e+21,19.2850,1.63934,1.36160,Herschel,SPIRE
3244,HiGALFil014.2042-0.5942,6.5239000e+24,4.1839000e+21,17.6530,2.77778,1.20760,Herschel,SPIRE
3246,HiGALFil013.0017-0.5795,3.9047000e+24,1.1814000e+21,18.9960,1.85185,1.20670,Herschel,SPIRE
3255,HiGALFil017.9599-0.5731,3.8849000e+24,1.8060000e+21,18.3470,1.72414,1.41540,Herschel,SPIRE
3287,HiGALFil022.0345-0.5508,7.6015000e+24,2.3569000e+21,18.5540,1.47059,1.39610,Herschel,SPIRE
3295,HiGALFil012.5900-0.5591,4.2051000e+24,1.0738000e+21,20.2630,2.17391,1.37790,Herschel,SPIRE
3300,HiGALFil022.8272-0.5512,4.8354000e+24,1.2765000e+21,21.3340,1.53846,1.18180,Herschel,SPIRE
3318,HiGALFil019.5243-0.5718,2.5832000e+24,4.4689000e+20,20.0130,2.22222,1.09760,Herschel,SPIRE
3331,HiGALFil022.1399-0.5621,2.9826000e+24,5.5451000e+20,19.1170,1.92308,1.13000,Herschel,SPIRE
3336,HiGALFil017.3869-0.5510,5.9055000e+24,1.4172000e+21,19.2350,1.56250,1.31670,Herschel,SPIRE
3344,HiGALFil013.7633-0.5671,6.1718000e+24,1.6327000e+21,19.7480,2.27273,1.26470,Herschel,SPIRE
3355,HiGALFil018.8415-0.5043,4.4000000e+25,1.2129000e+22,20.2170,2.22222,2.99430,Herschel,SPIRE
3362,HiGALFil010.9886-0.5570,3.9336000e+24,1.2680000e+21,18.4110,1.36986,1.32180,Herschel,SPIRE
3370,HiGALFil019.7819-0.5647,2.3300000e+24,5.7876000e+20,19.8240,1.49254,1.15900,Herschel,SPIRE
3378,HiGALFil021.8222-0.5412,5.8181000e+24,1.3185000e+21,20.1670,1.47059,1.32370,Herschel,SPIRE
3384,HiGALFil015.1268-0.5537,1.0484000e+25,3.0807000e+21,22.0520,3.44828,1.44400,Herschel,SPIRE
3396,HiGALFil022.5361-0.5246,1.1656000e+25,3.7945000e+21,20.1370,1.88679,1.77730,Herschel,SPIRE
3401,HiGALFil019.6679-0.5276,4.3613000e+24,8.4728000e+20,19.5690,2.43902,1.27710,Herschel,SPIRE
3407,HiGALFil017.0029-0.4701,2.7127000e+25,1.7152000e+21,19.1170,2.56410,1.25160,Herschel,SPIRE
3421,HiGALFil018.2458-0.5426,5.2370000e+24,7.3919000e+20,18.9750,1.56250,1.15900,Herschel,SPIRE
3449,HiGALFil013.1257-0.5474,3.9036000e+24,4.5722000e+20,18.3430,2.17391,1.14910,Herschel,SPIRE
3451,HiGALFil022.1232-0.4914,9.7017000e+24,1.2454000e+21,19.4550,1.29870,1.19090,Herschel,SPIRE
3458,HiGALFil018.4087-0.5386,3.0010000e+24,4.4534000e+20,19.7570,1.44928,1.11310,Herschel,SPIRE
3475,HiGALFil017.5914-0.5119,1.1504000e+25,9.8397000e+20,19.6730,2.04082,1.17090,Herschel,SPIRE
3504,HiGALFil012.2450-0.5281,2.6321000e+24,7.1157000e+20,20.6120,2.12766,1.20270,Herschel,SPIRE
3531,HiGALFil014.4531-0.5208,8.7282000e+24,2.4527000e+21,19.1060,1.58730,1.27720,Herschel,SPIRE
3532,HiGALFil013.8787-0.4823,4.0781000e+25,5.2050000e+21,18.2110,2.38095,1.59960,Herschel,SPIRE
3543,HiGALFil021.1353-0.4903,4.7721000e+24,7.5124000e+20,19.5810,1.92308,1.24250,Herschel,SPIRE
3554,HiGALFil015.1436-0.4939,1.4973000e+25,1.2697000e+21,21.5040,1.78571,1.32800,Herschel,SPIRE
3562,HiGALFil019.7936-0.5171,5.8803000e+24,1.3832000e+21,19.1340,1.85185,1.33340,Herschel,SPIRE
3564,HiGALFil018.6583-0.5020,5.8797000e+24,2.1358000e+21,20.1760,1.72414,1.40300,Herschel,SPIRE
3575,HiGALFil022.1902-0.5053,2.7064000e+24,9.6626000e+20,20.0130,1.75439,1.17070,Herschel,SPIRE
3581,HiGALFil014.7857-0.4297,2.6935000e+25,3.9685000e+21,19.3090,3.22581,1.50020,Herschel,SPIRE
3595,HiGALFil017.9023-0.4950,1.1141000e+25,3.3586000e+21,18.5590,1.36986,1.58260,Herschel,SPIRE
3612,HiGALFil022.7249-0.5090,4.0129000e+24,1.4306000e+21,20.4810,1.58730,1.28770,Herschel,SPIRE
3613,HiGALFil022.0624-0.5046,5.0391000e+24,9.1516000e+20,19.0050,1.66667,1.17890,Herschel,SPIRE
3617,HiGALFil018.5073-0.4879,1.6033000e+25,1.7549000e+21,20.0520,3.84615,1.30780,Herschel,SPIRE
3618,HiGALFil018.0193-0.4648,1.2193000e+25,2.3680000e+21,18.9830,2.56410,1.43410,Herschel,SPIRE
3620,HiGALFil015.3656-0.4942,8.1216000e+24,9.1191000e+20,21.0310,2.00000,1.16050,Herschel,SPIRE
3626,HiGALFil021.5719-0.5062,2.4348000e+24,2.5545000e+20,20.7770,1.69492,1.04100,Herschel,SPIRE
3635,HiGALFil022.7870-0.4518,4.9953000e+25,5.0520000e+21,20.3140,3.12500,1.60920,Herschel,SPIRE
3640,HiGALFil016.6595-0.4975,8.8264000e+24,2.0650000e+21,19.0270,1.78571,1.33750,Herschel,SPIRE
3646,HiGALFil012.8511-0.4736,1.0226000e+25,1.9768000e+21,17.7690,2.85714,1.27000,Herschel,SPIRE
3655,HiGALFil014.8969-0.4943,5.0428000e+24,1.8456000e+21,19.6010,2.12766,1.21700,Herschel,SPIRE
3662,HiGALFil021.6882-0.4785,4.0394000e+24,6.6046000e+20,20.4920,2.63158,1.11290,Herschel,SPIRE
3694,HiGALFil021.1819-0.4311,1.3703000e+25,1.3030000e+21,19.7230,2.12766,1.35310,Herschel,SPIRE
3709,HiGALFil020.2345-0.4635,5.5512000e+24,3.6650000e+20,20.4770,1.75439,1.08120,Herschel,SPIRE
3711,HiGALFil019.5109-0.4949,3.3370000e+24,3.4085000e+20,19.6580,2.27273,1.10550,Herschel,SPIRE
3718,HiGALFil013.0959-0.4899,5.8318000e+24,1.6735000e+21,18.3980,1.53846,1.20870,Herschel,SPIRE
3726,HiGALFil022.4184-0.4873,2.5585000e+24,5.9171000e+20,20.7870,1.66667,1.14390,Herschel,SPIRE
3753,HiGALFil012.2816-0.4718,4.4430000e+24,1.2865000e+21,20.3440,1.42857,1.24770,Herschel,SPIRE
3758,HiGALFil021.8637-0.4739,3.8247000e+24,5.6020000e+20,20.8110,2.00000,1.14090,Herschel,SPIRE
3766,HiGALFil017.7012-0.4778,2.2240000e+24,4.5585000e+20,20.2750,2.04082,1.08340,Herschel,SPIRE
3772,HiGALFil012.9208-0.4653,9.1722000e+24,2.7234000e+21,18.1550,2.22222,1.29280,Herschel,SPIRE
3773,HiGALFil012.3897-0.4723,6.1218000e+24,2.7525000e+21,20.5780,1.75439,1.79070,Herschel,SPIRE
3780,HiGALFil019.5399-0.4554,1.1982000e+25,2.6913000e+21,19.1620,1.85185,1.58170,Herschel,SPIRE
3795,HiGALFil019.8253-0.4301,2.5183000e+25,3.3398000e+21,18.9400,1.81818,1.45700,Herschel,SPIRE
3796,HiGALFil019.2411-0.4567,3.8801000e+24,9.6045000e+20,20.5820,1.51515,1.24350,Herschel,SPIRE
3806,HiGALFil013.1605-0.4601,6.3662000e+24,3.0215000e+21,17.3220,1.96078,1.33730,Herschel,SPIRE
3820,HiGALFil013.6446-0.4610,1.0363000e+25,1.7999000e+21,19.5240,1.88679,1.19810,Herschel,SPIRE
3832,HiGALFil022.2519-0.4691,3.5986000e+24,6.3641000e+20,20.7510,2.32558,1.14980,Herschel,SPIRE
3838,HiGALFil016.5454-0.4188,3.6321000e+25,5.6314000e+21,18.4550,1.61290,1.55980,Herschel,SPIRE
3842,HiGALFil013.3040-0.4400,1.6778000e+25,3.8359000e+21,18.1380,1.63934,1.42930,Herschel,SPIRE
3855,HiGALFil016.0079-0.4613,3.8558000e+24,1.4198000e+21,19.3100,1.85185,1.21010,Herschel,SPIRE
3859,HiGALFil012.5512-0.4552,4.3385000e+24,7.0050000e+20,19.7460,2.50000,1.12040,Herschel,SPIRE
3869,HiGALFil018.7580-0.4574,3.3863000e+24,7.7562000e+20,21.9750,1.47059,1.34710,Herschel,SPIRE
3878,HiGALFil016.6839-0.4456,5.6770000e+24,9.5153000e+20,19.5730,1.66667,1.15900,Herschel,SPIRE
3879,HiGALFil014.8858-0.4004,1.4954000e+25,2.8859000e+21,19.7770,2.17391,1.47270,Herschel,SPIRE
3886,HiGALFil020.5311-0.4278,1.3106000e+25,1.1863000e+21,19.9900,2.38095,1.23680,Herschel,SPIRE
3903,HiGALFil010.2965-0.4483,3.2469000e+24,1.0595000e+21,19.5950,1.78571,1.17940,Herschel,SPIRE
3907,HiGALFil021.0412-0.4334,3.9696000e+24,5.6401000e+20,19.9480,1.53846,1.12420,Herschel,SPIRE
3910,HiGALFil015.9017-0.4291,8.3057000e+24,2.2019000e+21,19.0310,1.47059,1.35160,Herschel,SPIRE
3919,HiGALFil009.9342-0.4405,4.4760000e+24,1.2394000e+21,18.5390,1.40845,1.28520,Herschel,SPIRE
3930,HiGALFil015.2084-0.4255,9.6575000e+24,3.8068000e+21,20.5440,1.58730,1.73620,Herschel,SPIRE
3943,HiGALFil016.0985-0.4353,5.4571000e+24,1.3663000e+21,19.7250,1.49254,1.21260,Herschel,SPIRE
3955,HiGALFil019.0512-0.4314,4.8266000e+24,1.7219000e+21,22.1600,2.00000,1.44990,Herschel,SPIRE
3970,HiGALFil013.2415-0.4252,1.6177000e+25,4.7237000e+21,17.4400,2.17391,1.37440,Herschel,SPIRE
3982,HiGALFil017.1759-0.4360,2.7636000e+24,9.1188000e+20,19.8430,1.58730,1.13990,Herschel,SPIRE
3995,HiGALFil010.8458-0.4326,4.0539000e+24,3.5431000e+20,20.9490,1.72414,1.12230,Herschel,SPIRE
4005,HiGALFil016.8446-0.4276,5.3119000e+24,1.1408000e+21,19.1390,1.75439,1.18260,Herschel,SPIRE
4008,HiGALFil012.2498-0.4066,1.0130000e+25,1.8899000e+21,19.7400,1.72414,1.37380,Herschel,SPIRE
4011,HiGALFil021.7171-0.3974,6.5090000e+24,1.0063000e+21,20.6250,2.50000,1.19490,Herschel,SPIRE
4021,HiGALFil012.3231-0.4221,8.1708000e+24,3.3402000e+20,19.7720,1.49254,1.11510,Herschel,SPIRE
4022,HiGALFil010.4936-0.4278,4.3531000e+24,8.7482000e+20,19.4060,1.72414,1.18450,Herschel,SPIRE
4031,HiGALFil015.7885-0.4165,4.3056000e+24,1.7313000e+21,18.5980,1.33333,1.49520,Herschel,SPIRE
4047,HiGALFil015.3696-0.4192,6.6324000e+24,2.7444000e+21,21.6850,1.66667,1.52160,Herschel,SPIRE
4048,HiGALFil014.5635-0.3934,1.5827000e+25,2.9003000e+21,18.9440,1.42857,1.17700,Herschel,SPIRE
4060,HiGALFil022.4771-0.4005,6.4239000e+24,1.5235000e+21,21.3710,1.81818,1.30300,Herschel,SPIRE
4061,HiGALFil021.6024-0.4142,3.2904000e+24,6.1264000e+20,21.0070,1.66667,1.11070,Herschel,SPIRE
4063,HiGALFil017.7536-0.3964,7.6809000e+24,6.0158000e+20,20.4260,1.78571,1.11140,Herschel,SPIRE
4077,HiGALFil011.8473-0.4238,4.0656000e+24,1.1951000e+21,18.8250,1.53846,1.12630,Herschel,SPIRE
4080,HiGALFil021.8160-0.4124,2.8717000e+24,6.9697000e+20,20.9800,1.96078,1.19060,Herschel,SPIRE
4084,HiGALFil018.8516-0.3936,1.0339000e+25,4.5757000e+21,19.3630,1.81818,1.92670,Herschel,SPIRE
4087,HiGALFil014.9346-0.4121,3.6276000e+24,3.6074000e+20,20.5490,1.96078,1.06190,Herschel,SPIRE
4111,HiGALFil020.4289-0.3979,5.6219000e+24,8.1742000e+20,19.1400,1.33333,1.25770,Herschel,SPIRE
4113,HiGALFil019.1451-0.4064,4.0615000e+24,1.2384000e+21,21.7790,1.88679,1.20560,Herschel,SPIRE
4125,HiGALFil013.1632-0.3961,8.7975000e+24,2.3956000e+21,17.2600,1.42857,1.29290,Herschel,SPIRE
4131,HiGALFil017.9762-0.3639,9.6057000e+24,2.1648000e+21,18.6890,2.08333,1.41090,Herschel,SPIRE
4133,HiGALFil017.5256-0.4037,3.3110000e+24,6.7708000e+20,19.6080,1.78571,1.14930,Herschel,SPIRE
4138,HiGALFil012.4390-0.3998,6.6989000e+24,2.4220000e+21,18.8230,1.81818,1.52860,Herschel,SPIRE
4150,HiGALFil019.2755-0.3802,1.1041000e+25,2.3637000e+21,20.0120,1.51515,1.60970,Herschel,SPIRE
4154,HiGALFil018.1404-0.3927,8.8279000e+24,4.4215000e+21,18.8330,1.66667,1.49560,Herschel,SPIRE
4168,HiGALFil016.6723-0.3946,4.3945000e+24,8.3895000e+20,19.7760,1.42857,1.13520,Herschel,SPIRE
4178,HiGALFil009.7690-0.3870,4.6925000e+24,5.6836000e+20,18.6970,2.50000,1.11700,Herschel,SPIRE
4231,HiGALFil016.2553-0.3641,2.0567000e+25,2.2189000e+21,19.1070,3.03030,1.27510,Herschel,SPIRE
4263,HiGALFil014.0238-0.3702,3.3512000e+24,1.6098000e+21,20.3520,2.17391,1.11080,Herschel,SPIRE
4279,HiGALFil015.6442-0.3709,3.8666000e+24,1.6555000e+21,19.5310,1.69492,1.36490,Herschel,SPIRE
4290,HiGALFil021.8974-0.3455,8.0274000e+24,1.2433000e+21,21.0470,2.77778,1.20710,Herschel,SPIRE
4292,HiGALFil020.7135-0.3266,1.8184000e+25,4.9261000e+21,18.9940,2.08333,1.87380,Herschel,SPIRE
4301,HiGALFil012.5232-0.3281,2.4786000e+25,3.3717000e+21,18.8540,1.33333,1.45490,Herschel,SPIRE
4310,HiGALFil018.1008-0.3188,4.6038000e+25,7.8058000e+21,19.9780,1.40845,2.03270,Herschel,SPIRE
4314,HiGALFil017.1189-0.3596,8.7630000e+24,1.3071000e+21,19.2790,1.78571,1.22670,Herschel,SPIRE
4325,HiGALFil022.9521-0.3459,1.2042000e+25,3.7387000e+21,23.1430,1.56250,1.49280,Herschel,SPIRE
4329,HiGALFil018.2139-0.3519,1.3917000e+25,6.5902000e+21,19.4650,1.35135,2.07830,Herschel,SPIRE
4333,HiGALFil016.8006-0.3542,1.6063000e+25,3.5989000e+21,18.9060,2.04082,1.62200,Herschel,SPIRE
4341,HiGALFil012.9174-0.3426,1.5361000e+25,6.5832000e+21,17.1050,2.12766,1.56440,Herschel,SPIRE
4369,HiGALFil014.6224-0.3297,1.1318000e+25,4.2339000e+21,18.2540,2.56410,1.27340,Herschel,SPIRE
4374,HiGALFil014.2444-0.3655,4.0837000e+24,1.0902000e+21,19.7670,1.47059,1.21610,Herschel,SPIRE
4379,HiGALFil010.4642-0.3558,1.1959000e+25,2.2894000e+21,19.0540,1.35135,1.23780,Herschel,SPIRE
4384,HiGALFil020.9589-0.3583,3.0527000e+24,6.3979000e+20,20.2640,1.63934,1.15260,Herschel,SPIRE
4385,HiGALFil020.5517-0.3462,3.8132000e+24,6.2603000e+20,20.1260,2.77778,1.17480,Herschel,SPIRE
4388,HiGALFil018.5695-0.3249,7.4891000e+24,1.4042000e+21,19.6730,2.94118,1.31050,Herschel,SPIRE
4393,HiGALFil013.0274-0.3436,2.4535000e+25,6.9203000e+21,17.7170,1.44928,1.48340,Herschel,SPIRE
4403,HiGALFil018.5139-0.3492,5.0060000e+24,9.8808000e+20,19.6870,2.70270,1.17500,Herschel,SPIRE
4405,HiGALFil016.8748-0.3426,8.1972000e+24,1.5444000e+21,18.5310,2.17391,1.19890,Herschel,SPIRE
4420,HiGALFil013.5423-0.3155,3.2329000e+25,4.2779000e+21,18.6230,1.85185,1.37500,Herschel,SPIRE
4437,HiGALFil015.9637-0.3316,9.4253000e+24,9.6383000e+20,19.2130,1.33333,1.22520,Herschel,SPIRE
4439,HiGALFil015.7192-0.3385,4.3875000e+24,1.1694000e+21,20.1530,3.03030,1.20060,Herschel,SPIRE
4450,HiGALFil021.1663-0.3059,1.1513000e+25,1.3319000e+21,20.5540,2.12766,1.32170,Herschel,SPIRE
4455,HiGALFil013.3460-0.2893,6.7037000e+25,6.6839000e+21,17.7470,2.85714,1.47050,Herschel,SPIRE
4460,HiGALFil021.7309-0.2795,1.7019000e+25,1.1071000e+21,20.5000,1.85185,1.23490,Herschel,SPIRE
4461,HiGALFil021.4643-0.2725,1.1899000e+25,1.9331000e+21,19.5600,2.63158,1.30450,Herschel,SPIRE
4500,HiGALFil016.4287-0.3291,5.6333000e+24,3.6728000e+20,19.7050,2.77778,1.01860,Herschel,SPIRE
4502,HiGALFil015.6552-0.2539,2.2643000e+25,1.6007000e+21,20.2690,1.58730,1.36620,Herschel,SPIRE
4509,HiGALFil022.5199-0.3295,4.3008000e+24,1.3735000e+21,20.6600,1.78571,1.31400,Herschel,SPIRE
4511,HiGALFil020.3080-0.3322,3.2107000e+24,7.2846000e+20,20.0790,1.42857,1.15430,Herschel,SPIRE
4514,HiGALFil019.1914-0.3230,5.8402000e+24,1.0360000e+21,20.8780,1.51515,1.27640,Herschel,SPIRE
4536,HiGALFil012.7096-0.3282,7.3869000e+24,1.0168000e+21,19.2260,1.78571,1.25460,Herschel,SPIRE
4560,HiGALFil015.8602-0.3164,6.7004000e+24,5.2864000e+20,19.8130,2.27273,1.15220,Herschel,SPIRE
