IDFIL,NAME,TOTAL_FLUX,MEAN_DENS,MEAN_TEMP,ELLIPTICITY,CONTRAST,SATELLITE,INSTRUMENT
7655,HiGALFil021.2460+0.2983,9.7030000e+24,2.3502000e+21,18.5980,1.61290,1.49030,Herschel,SPIRE
7659,HiGALFil018.4326+0.2817,9.0683000e+24,6.0298000e+20,19.1230,2.77778,1.15030,Herschel,SPIRE
7667,HiGALFil013.8799+0.2847,1.1835000e+25,3.8329000e+21,23.6420,1.51515,1.72480,Herschel,SPIRE
7673,HiGALFil022.9550+0.2824,5.7156000e+24,1.5593000e+21,20.4550,1.56250,1.24660,Herschel,SPIRE
7678,HiGALFil019.2652+0.3197,2.0102000e+25,1.7951000e+21,19.1910,1.49254,1.43260,Herschel,SPIRE
7692,HiGALFil022.6354+0.2816,4.5921000e+24,6.4724000e+20,21.1290,1.66667,1.13990,Herschel,SPIRE
7693,HiGALFil021.8041+0.2896,4.6483000e+24,6.3882000e+20,19.7120,1.81818,1.14010,Herschel,SPIRE
7716,HiGALFil019.7810+0.2833,3.7308000e+24,5.3734000e+20,19.4290,1.81818,1.12320,Herschel,SPIRE
7717,HiGALFil018.5855+0.3159,2.3500000e+25,2.2668000e+21,18.7610,2.22222,1.45550,Herschel,SPIRE
7733,HiGALFil021.5316+0.2935,2.0847000e+24,4.7577000e+20,19.6280,2.63158,1.05420,Herschel,SPIRE
7735,HiGALFil017.2164+0.3139,9.3660000e+24,1.2466000e+21,19.4790,1.53846,1.26610,Herschel,SPIRE
7740,HiGALFil011.6548+0.2958,2.5762000e+24,4.7154000e+20,19.2350,2.27273,1.06930,Herschel,SPIRE
7744,HiGALFil022.4124+0.3715,5.3467000e+25,5.3299000e+21,19.3720,2.22222,1.71690,Herschel,SPIRE
7758,HiGALFil014.6157+0.3065,1.0181000e+25,3.1454000e+21,20.1120,1.42857,1.84610,Herschel,SPIRE
7766,HiGALFil020.5929+0.2930,3.6915000e+24,8.4470000e+20,18.6880,1.35135,1.20530,Herschel,SPIRE
7770,HiGALFil019.1329+0.2875,2.7242000e+24,7.4478000e+20,20.0080,2.00000,1.16260,Herschel,SPIRE
7772,HiGALFil016.7852+0.2999,2.3537000e+24,5.2442000e+20,19.7500,2.22222,1.18040,Herschel,SPIRE
7779,HiGALFil014.0090+0.3120,1.2210000e+25,2.9552000e+21,19.1850,2.27273,1.59990,Herschel,SPIRE
7780,HiGALFil013.0228+0.3044,6.9151000e+24,9.9503000e+20,19.7270,1.78571,1.20650,Herschel,SPIRE
7787,HiGALFil022.3344+0.3028,5.8594000e+24,1.5080000e+21,19.4840,2.17391,1.23090,Herschel,SPIRE
7788,HiGALFil021.8435+0.3136,5.7536000e+24,1.1587000e+21,19.1930,1.53846,1.27220,Herschel,SPIRE
7806,HiGALFil020.0381+0.3042,3.9630000e+24,6.5935000e+20,19.8330,1.58730,1.18300,Herschel,SPIRE
7823,HiGALFil019.6159+0.2932,4.4027000e+24,6.5246000e+20,19.3750,2.70270,1.14120,Herschel,SPIRE
7824,HiGALFil018.2045+0.3078,3.7516000e+24,5.7464000e+20,18.8360,1.42857,1.15590,Herschel,SPIRE
7829,HiGALFil014.4437+0.3219,6.7418000e+24,8.3984000e+20,19.9810,2.22222,1.26780,Herschel,SPIRE
7844,HiGALFil022.1478+0.3347,8.5541000e+24,1.3138000e+21,19.1370,3.03030,1.19260,Herschel,SPIRE
7850,HiGALFil018.2690+0.3249,7.4981000e+24,7.0461000e+20,18.6580,2.12766,1.18040,Herschel,SPIRE
7855,HiGALFil015.6199+0.3246,2.9873000e+24,2.6661000e+20,20.2230,2.32558,1.10030,Herschel,SPIRE
7860,HiGALFil023.1768+0.3045,4.5427000e+24,1.0693000e+21,20.8490,2.22222,1.18970,Herschel,SPIRE
7894,HiGALFil016.3092+0.3219,3.2588000e+24,6.4036000e+20,19.6040,2.22222,1.20650,Herschel,SPIRE
7896,HiGALFil014.7353+0.3214,3.0660000e+24,6.7286000e+20,20.4860,1.92308,1.30330,Herschel,SPIRE
7917,HiGALFil015.8482+0.3182,2.6987000e+24,4.5590000e+20,19.4820,2.56410,1.15700,Herschel,SPIRE
7920,HiGALFil014.0993+0.3209,2.8688000e+24,5.0559000e+20,19.7860,1.72414,1.13760,Herschel,SPIRE
7922,HiGALFil012.7583+0.3527,1.7228000e+25,4.0969000e+21,19.6890,1.31579,1.90610,Herschel,SPIRE
7966,HiGALFil018.1298+0.3789,1.9348000e+25,2.3718000e+21,17.8700,1.75439,1.50630,Herschel,SPIRE
7974,HiGALFil014.3617+0.3414,3.5638000e+24,1.1191000e+21,19.4360,2.00000,1.30530,Herschel,SPIRE
7986,HiGALFil021.3651+0.3244,4.2611000e+24,7.7891000e+20,19.1770,2.27273,1.16530,Herschel,SPIRE
7987,HiGALFil021.2009+0.3295,2.0047000e+24,2.8013000e+20,20.0810,1.96078,1.16310,Herschel,SPIRE
8006,HiGALFil015.5404+0.3498,3.1913000e+24,1.8284000e+20,20.3420,1.17647,1.06170,Herschel,SPIRE
8010,HiGALFil012.5921+0.3370,2.5094000e+24,3.8432000e+20,20.4450,2.27273,1.10190,Herschel,SPIRE
8018,HiGALFil020.4412+0.3479,5.0462000e+24,8.6365000e+20,19.2280,1.38889,1.22790,Herschel,SPIRE
8028,HiGALFil012.9450+0.3529,4.6233000e+24,1.2882000e+21,19.6530,1.61290,1.35860,Herschel,SPIRE
8037,HiGALFil019.8095+0.3435,8.3819000e+24,9.0178000e+20,19.0620,2.43902,1.20680,Herschel,SPIRE
8039,HiGALFil019.1086+0.3544,7.7791000e+24,9.8029000e+20,19.6390,1.47059,1.26980,Herschel,SPIRE
8076,HiGALFil017.2051+0.3617,4.1391000e+24,7.3234000e+20,19.7250,2.38095,1.15920,Herschel,SPIRE
8079,HiGALFil013.7530+0.3479,4.2379000e+24,4.6831000e+20,20.4260,2.00000,1.15510,Herschel,SPIRE
8080,HiGALFil013.2884+0.3479,4.6693000e+24,9.2380000e+20,19.1390,1.47059,1.32820,Herschel,SPIRE
8095,HiGALFil016.0716+0.3824,1.0543000e+25,1.2455000e+21,18.4010,1.33333,1.27800,Herschel,SPIRE
8118,HiGALFil018.8160+0.3524,1.8870000e+24,9.9271000e+19,19.4710,1.72414,1.03040,Herschel,SPIRE
8125,HiGALFil017.6474+0.3712,7.8573000e+24,1.6167000e+21,18.3630,1.36986,1.39260,Herschel,SPIRE
8127,HiGALFil016.7313+0.3460,2.8631000e+24,5.4554000e+20,19.9930,1.49254,1.17310,Herschel,SPIRE
8136,HiGALFil014.9921+0.3644,3.1136000e+24,2.9915000e+20,19.5380,3.44828,1.15620,Herschel,SPIRE
8137,HiGALFil014.4870+0.3725,3.0970000e+24,4.5255000e+20,20.0200,2.17391,1.17770,Herschel,SPIRE
8145,HiGALFil013.2167+0.3420,2.7125000e+24,5.2374000e+20,19.8860,2.04082,1.06950,Herschel,SPIRE
8151,HiGALFil011.4991+0.3779,3.8733000e+24,6.5581000e+20,18.7760,2.38095,1.12260,Herschel,SPIRE
8195,HiGALFil010.6564+0.3652,2.3764000e+24,4.0813000e+20,20.6400,2.17391,1.08880,Herschel,SPIRE
8207,HiGALFil014.7683+0.3782,2.9739000e+24,4.6680000e+20,19.9780,1.33333,1.20250,Herschel,SPIRE
8210,HiGALFil013.4639+0.3614,2.8605000e+24,4.6292000e+20,20.1220,1.92308,1.14310,Herschel,SPIRE
8237,HiGALFil010.3626+0.3676,2.7077000e+24,2.4516000e+20,19.3420,2.17391,1.11020,Herschel,SPIRE
8245,HiGALFil020.7674+0.3849,7.1593000e+24,9.9294000e+20,18.4290,2.04082,1.26840,Herschel,SPIRE
8253,HiGALFil017.4460+0.3834,3.0593000e+24,3.8464000e+20,20.1320,2.38095,1.08280,Herschel,SPIRE
8266,HiGALFil021.4053+0.4161,1.2349000e+25,1.3808000e+21,18.9880,3.57143,1.32750,Herschel,SPIRE
8292,HiGALFil020.5285+0.3960,5.8803000e+24,9.2295000e+20,18.5350,1.35135,1.25580,Herschel,SPIRE
8310,HiGALFil022.8537+0.4012,1.9021000e+25,3.7878000e+21,19.3650,2.08333,1.61030,Herschel,SPIRE
8312,HiGALFil022.0641+0.3928,4.2137000e+24,3.9804000e+20,19.4580,1.66667,1.10480,Herschel,SPIRE
8317,HiGALFil019.2990+0.3954,5.4736000e+24,1.0334000e+21,19.1560,1.40845,1.24640,Herschel,SPIRE
8321,HiGALFil016.4800+0.3916,4.4007000e+24,7.3985000e+20,19.3800,1.28205,1.25290,Herschel,SPIRE
8323,HiGALFil016.2798+0.4261,1.9205000e+25,2.1015000e+21,18.9830,1.66667,1.60910,Herschel,SPIRE
8342,HiGALFil019.8848+0.3766,3.3040000e+24,4.7804000e+20,19.0480,1.53846,1.16340,Herschel,SPIRE
8343,HiGALFil019.6324+0.3692,2.9385000e+24,4.8609000e+20,19.3200,2.08333,1.12010,Herschel,SPIRE
8361,HiGALFil019.9906+0.3732,2.0120000e+24,5.5467000e+20,19.1030,2.32558,1.15540,Herschel,SPIRE
8363,HiGALFil019.7044+0.3787,2.4139000e+24,2.6224000e+20,19.0810,1.51515,1.07300,Herschel,SPIRE
8366,HiGALFil015.7676+0.3786,2.2574000e+24,2.9236000e+20,19.9110,2.12766,1.08070,Herschel,SPIRE
8369,HiGALFil012.8323+0.3869,4.9345000e+24,2.2962000e+21,18.1390,1.33333,1.76900,Herschel,SPIRE
8372,HiGALFil011.9971+0.3882,1.9044000e+24,-1.9470000e+20,19.5690,1.58730,1.52654,Herschel,SPIRE
8386,HiGALFil017.9271+0.3783,2.2925000e+24,3.2947000e+20,18.8070,1.72414,1.09900,Herschel,SPIRE
8393,HiGALFil015.2413+0.3862,1.7946000e+24,3.6404000e+20,20.0150,1.66667,1.20250,Herschel,SPIRE
8403,HiGALFil022.1243+0.3911,4.7297000e+24,1.3932000e+21,19.3880,2.00000,1.15950,Herschel,SPIRE
8431,HiGALFil010.0563+0.3746,1.6348000e+24,3.1087000e+20,20.0560,2.56410,1.08080,Herschel,SPIRE
8434,HiGALFil022.7044+0.4223,1.1866000e+25,3.8070000e+21,18.8040,2.17391,1.92080,Herschel,SPIRE
8443,HiGALFil017.0857+0.5233,4.9031000e+25,3.4125000e+21,19.7190,2.94118,1.60360,Herschel,SPIRE
8453,HiGALFil023.1406+0.4278,1.8785000e+25,8.3719000e+20,20.9460,2.43902,1.13770,Herschel,SPIRE
8457,HiGALFil019.3967+0.4025,2.1379000e+24,7.5991000e+20,18.9830,1.78571,1.20870,Herschel,SPIRE
8460,HiGALFil017.5077+0.3848,3.0427000e+24,4.2152000e+20,19.6350,2.12766,1.10800,Herschel,SPIRE
8468,HiGALFil011.7996+0.3925,2.3200000e+24,5.3595000e+20,18.8490,1.66667,1.16050,Herschel,SPIRE
8473,HiGALFil020.1489+0.3993,3.2572000e+24,1.2530000e+20,19.3060,1.56250,1.11840,Herschel,SPIRE
8478,HiGALFil017.8229+0.4586,1.1700000e+25,7.6956000e+20,18.6560,1.85185,1.19880,Herschel,SPIRE
8480,HiGALFil015.4861+0.3972,2.1389000e+24,2.7018000e+20,20.0830,1.81818,1.15950,Herschel,SPIRE
8493,HiGALFil016.8476+0.4152,3.0972000e+24,4.8868000e+20,20.8550,2.17391,1.21510,Herschel,SPIRE
8511,HiGALFil012.4780+0.4057,2.5583000e+24,7.0407000e+20,19.3940,2.22222,1.08760,Herschel,SPIRE
8522,HiGALFil018.4516+0.4076,2.7150000e+24,4.5598000e+20,19.0840,1.53846,1.16590,Herschel,SPIRE
8527,HiGALFil013.4918+0.3993,1.8511000e+24,1.6979000e+20,19.9790,2.08333,1.09500,Herschel,SPIRE
8539,HiGALFil012.4193+0.4126,3.5552000e+24,8.4863000e+20,19.5070,1.88679,1.23560,Herschel,SPIRE
8549,HiGALFil019.0439+0.4245,4.0883000e+24,4.3401000e+20,19.5880,1.72414,1.24040,Herschel,SPIRE
8555,HiGALFil014.3442+0.4080,3.7677000e+24,5.9457000e+20,19.5400,2.43902,1.18610,Herschel,SPIRE
8560,HiGALFil019.7238+0.4405,3.6696000e+24,4.1183000e+20,19.0370,2.22222,1.14460,Herschel,SPIRE
8561,HiGALFil019.4785+0.4379,9.9709000e+24,4.2064000e+20,19.0590,1.78571,1.15560,Herschel,SPIRE
8562,HiGALFil018.8101+0.4266,2.4155000e+24,4.4537000e+20,19.1160,1.92308,1.17150,Herschel,SPIRE
8568,HiGALFil014.2720+0.4459,7.6544000e+24,9.0816000e+20,19.3510,2.77778,1.26050,Herschel,SPIRE
8571,HiGALFil013.5372+0.4136,1.6325000e+24,1.2184000e+19,20.4090,1.47059,1.04900,Herschel,SPIRE
8592,HiGALFil019.9671+0.4234,4.1635000e+24,8.3818000e+20,18.9710,1.92308,1.25770,Herschel,SPIRE
8609,HiGALFil021.6576+0.4211,2.8235000e+24,3.3908000e+20,19.8650,2.08333,1.14640,Herschel,SPIRE
8627,HiGALFil021.9083+0.4464,3.7716000e+24,3.1913000e+20,19.8200,1.61290,1.13100,Herschel,SPIRE
8631,HiGALFil018.2418+0.4237,2.9323000e+24,6.2611000e+20,18.9410,1.96078,1.21320,Herschel,SPIRE
8646,HiGALFil020.8826+0.4387,3.3900000e+24,5.5256000e+20,18.5660,1.85185,1.13270,Herschel,SPIRE
8652,HiGALFil015.5597+0.4376,2.5426000e+24,4.5146000e+20,19.7870,2.32558,1.14320,Herschel,SPIRE
8653,HiGALFil015.0425+0.4216,1.2799000e+24,1.6189000e+20,19.6540,2.17391,1.07020,Herschel,SPIRE
8669,HiGALFil016.1497+0.4402,7.0450000e+24,1.7268000e+21,18.4060,1.51515,1.35440,Herschel,SPIRE
8676,HiGALFil013.0524+0.4476,4.0476000e+24,5.3791000e+20,19.4140,1.96078,1.11440,Herschel,SPIRE
8688,HiGALFil011.1036+0.4443,2.7143000e+24,4.4361000e+20,19.7310,1.61290,1.15220,Herschel,SPIRE
8698,HiGALFil019.8373+0.4394,6.0680000e+24,5.4673000e+20,19.4180,2.38095,1.17550,Herschel,SPIRE
8699,HiGALFil019.1063+0.4568,3.9060000e+24,8.3940000e+20,19.2990,1.36986,1.29000,Herschel,SPIRE
8706,HiGALFil012.8990+0.4999,2.3687000e+25,5.5341000e+21,17.4940,1.85185,2.20510,Herschel,SPIRE
8709,HiGALFil022.0213+0.4512,2.9518000e+24,1.4851000e+20,19.8040,1.85185,1.07490,Herschel,SPIRE
8712,HiGALFil017.3730+0.4850,7.0034000e+24,8.7058000e+20,19.5100,1.92308,1.23150,Herschel,SPIRE
8741,HiGALFil020.7702+0.4762,1.6335000e+25,3.2179000e+21,17.4620,1.06383,1.90720,Herschel,SPIRE
8757,HiGALFil015.7177+0.4501,2.0071000e+24,6.7906000e+19,19.3790,1.42857,1.03710,Herschel,SPIRE
8766,HiGALFil013.8198+0.4781,9.9622000e+24,1.1196000e+21,19.8460,2.43902,1.29080,Herschel,SPIRE
8780,HiGALFil020.6617+0.4487,2.4493000e+24,5.1644000e+20,19.0860,1.78571,1.10600,Herschel,SPIRE
8805,HiGALFil019.9109+0.4559,1.9994000e+24,2.1184000e+20,19.2980,1.96078,1.06620,Herschel,SPIRE
8826,HiGALFil014.8921+0.4537,2.5719000e+24,3.0720000e+20,19.2720,2.70270,1.13520,Herschel,SPIRE
8851,HiGALFil014.8047+0.4607,1.4356000e+24,1.2930000e+20,19.8910,2.00000,1.11320,Herschel,SPIRE
8859,HiGALFil012.1442+0.4561,3.1879000e+24,6.2584000e+20,19.0960,1.69492,1.27320,Herschel,SPIRE
8865,HiGALFil022.8291+0.4694,3.3670000e+24,1.1040000e+21,19.5440,1.92308,1.18080,Herschel,SPIRE
8876,HiGALFil014.4120+0.5048,7.9450000e+24,9.1651000e+20,18.8700,1.88679,1.32150,Herschel,SPIRE
8885,HiGALFil018.9194+0.5232,8.0874000e+24,7.9379000e+20,18.6880,1.56250,1.27730,Herschel,SPIRE
8907,HiGALFil018.4709+0.4655,1.5169000e+24,3.2206000e+20,18.9200,1.85185,1.09430,Herschel,SPIRE
8927,HiGALFil020.4457+0.5063,1.0451000e+25,9.2708000e+20,18.8530,2.22222,1.27880,Herschel,SPIRE
8929,HiGALFil018.5448+0.4677,2.1711000e+24,1.1930000e+20,18.8670,1.72414,1.04450,Herschel,SPIRE
8935,HiGALFil016.0631+0.4962,5.9550000e+24,9.6242000e+20,18.4780,2.27273,1.30600,Herschel,SPIRE
8958,HiGALFil021.5689+0.4736,2.0909000e+24,3.2702000e+20,19.3440,1.78571,1.11170,Herschel,SPIRE
8966,HiGALFil016.8915+0.5208,9.2327000e+24,9.6625000e+20,20.7330,2.00000,1.28810,Herschel,SPIRE
8971,HiGALFil012.7967+0.4979,1.0194000e+25,2.2604000e+21,19.1600,1.53846,1.38980,Herschel,SPIRE
8980,HiGALFil023.0369+0.4949,3.6680000e+24,1.1618000e+21,20.4760,1.72414,1.25440,Herschel,SPIRE
8990,HiGALFil019.6043+0.4796,3.2868000e+24,6.1543000e+20,18.9930,2.32558,1.23960,Herschel,SPIRE
9003,HiGALFil012.6230+0.5382,2.3604000e+25,2.4667000e+21,18.8840,2.32558,1.52880,Herschel,SPIRE
9010,HiGALFil019.4589+0.4950,2.9505000e+24,4.7598000e+20,19.0920,1.38889,1.22040,Herschel,SPIRE
9018,HiGALFil014.9690+0.4809,9.2725000e+23,6.8948000e+19,18.9090,2.04082,1.07080,Herschel,SPIRE
9021,HiGALFil013.6749+0.4867,6.0770000e+24,9.4558000e+20,19.8990,2.77778,1.34390,Herschel,SPIRE
9022,HiGALFil013.3155+0.5172,5.0394000e+24,7.5082000e+20,19.8890,1.63934,1.24570,Herschel,SPIRE
9027,HiGALFil022.9257+0.4832,3.0614000e+24,6.7674000e+20,20.2500,1.72414,1.16410,Herschel,SPIRE
9029,HiGALFil022.0649+0.5090,8.8077000e+24,1.4065000e+21,18.8020,1.88679,1.40250,Herschel,SPIRE
9037,HiGALFil018.0758+0.5641,8.6981000e+24,1.3692000e+21,17.8370,4.00000,1.52030,Herschel,SPIRE
9043,HiGALFil013.2370+0.4944,1.9204000e+24,3.9528000e+20,19.7020,1.92308,1.11980,Herschel,SPIRE
9048,HiGALFil023.2131+0.5041,2.2721000e+24,5.2489000e+20,20.8680,2.63158,1.19010,Herschel,SPIRE
9075,HiGALFil010.4145+0.4808,2.3074000e+24,5.5538000e+20,19.4370,2.43902,1.09140,Herschel,SPIRE
9080,HiGALFil019.6749+0.5111,2.9317000e+24,5.3819000e+20,18.5820,1.88679,1.21510,Herschel,SPIRE
9084,HiGALFil018.1793+0.5073,4.6757000e+24,9.1526000e+20,17.9650,2.08333,1.25730,Herschel,SPIRE
9100,HiGALFil020.5871+0.5023,2.2728000e+24,4.0347000e+20,18.9130,2.38095,1.13610,Herschel,SPIRE
9101,HiGALFil020.2153+0.5081,2.8788000e+24,3.5013000e+20,19.3710,2.27273,1.12670,Herschel,SPIRE
9111,HiGALFil012.5590+0.5089,3.7863000e+24,8.7497000e+20,18.6510,1.81818,1.20510,Herschel,SPIRE
9127,HiGALFil013.4748+0.5128,3.4015000e+24,5.4360000e+20,20.0250,1.63934,1.16690,Herschel,SPIRE
9139,HiGALFil021.2374+0.5196,3.0091000e+24,4.1098000e+20,19.7830,1.69492,1.13330,Herschel,SPIRE
9149,HiGALFil017.5443+0.5268,3.3047000e+24,5.0671000e+20,19.3440,2.27273,1.12740,Herschel,SPIRE
9157,HiGALFil015.3897+0.5310,4.0889000e+24,6.7736000e+20,19.1380,1.29870,1.33700,Herschel,SPIRE
9205,HiGALFil014.1601+0.5618,6.8225000e+24,8.2724000e+20,19.4360,2.63158,1.26940,Herschel,SPIRE
9206,HiGALFil013.9633+0.5202,3.1112000e+24,5.8241000e+20,19.7440,1.96078,1.21140,Herschel,SPIRE
9230,HiGALFil010.3647+0.5259,3.2061000e+24,2.8854000e+20,19.5270,2.94118,1.06700,Herschel,SPIRE
9241,HiGALFil015.9480+0.5211,1.7687000e+24,5.3810000e+20,18.7740,1.51515,1.50060,Herschel,SPIRE
9243,HiGALFil015.5326+0.5422,2.9529000e+24,4.2411000e+20,19.6310,2.43902,1.15400,Herschel,SPIRE
9253,HiGALFil022.1906+0.5342,3.3735000e+24,5.6600000e+20,19.7470,1.66667,1.17550,Herschel,SPIRE
9255,HiGALFil021.3935+0.5258,1.7898000e+24,2.1377000e+20,18.9160,1.92308,1.09040,Herschel,SPIRE
9259,HiGALFil017.2799+0.5622,8.7929000e+24,1.7699000e+21,19.7210,1.81818,1.48930,Herschel,SPIRE
9262,HiGALFil014.0982+0.5063,1.4642000e+24,2.6353000e+20,19.6600,1.81818,1.11200,Herschel,SPIRE
9264,HiGALFil013.2260+0.5484,4.6196000e+24,7.6473000e+20,19.4610,2.38095,1.25310,Herschel,SPIRE
9265,HiGALFil013.0656+0.5249,2.2874000e+24,6.8646000e+20,19.5110,1.96078,1.21690,Herschel,SPIRE
9269,HiGALFil010.4316+0.5242,2.5556000e+24,3.1466000e+20,19.4860,1.69492,1.09760,Herschel,SPIRE
9290,HiGALFil020.0122+0.5527,3.1584000e+24,2.3131000e+20,19.3560,2.70270,1.08180,Herschel,SPIRE
9293,HiGALFil018.6299+0.5290,2.8461000e+24,2.3875000e+20,18.8190,1.81818,1.09220,Herschel,SPIRE
9297,HiGALFil016.3499+0.5466,7.1899000e+24,1.3733000e+21,18.5450,2.04082,1.39200,Herschel,SPIRE
9315,HiGALFil018.3962+0.5205,1.9950000e+24,3.2893000e+20,18.4780,1.96078,1.17430,Herschel,SPIRE
9319,HiGALFil014.0520+0.5316,1.9253000e+24,5.5779000e+20,19.1860,1.53846,1.19120,Herschel,SPIRE
9327,HiGALFil021.1155+0.5543,2.9108000e+24,3.7644000e+20,18.5830,1.49254,1.14240,Herschel,SPIRE
9338,HiGALFil022.9110+0.5445,3.7763000e+24,9.4935000e+20,19.6910,2.00000,1.13210,Herschel,SPIRE
9339,HiGALFil022.5029+0.5402,2.5722000e+24,8.3860000e+20,20.2010,1.38889,1.28280,Herschel,SPIRE
9340,HiGALFil021.7474+0.5409,2.1820000e+24,4.0816000e+20,19.8540,2.08333,1.12770,Herschel,SPIRE
9353,HiGALFil013.6608+0.5437,2.5360000e+24,3.8244000e+20,20.1470,1.11111,1.13120,Herschel,SPIRE
9363,HiGALFil016.6709+0.5989,1.4384000e+25,2.0138000e+21,19.4760,1.21951,1.56860,Herschel,SPIRE
9365,HiGALFil015.8697+0.5556,8.2277000e+24,1.2842000e+21,19.2750,1.42857,1.48670,Herschel,SPIRE
9368,HiGALFil014.7553+0.5591,3.8485000e+24,3.4892000e+20,20.3860,1.42857,1.18420,Herschel,SPIRE
9412,HiGALFil023.0691+0.5871,2.0290000e+25,1.5802000e+21,20.5220,1.85185,1.35160,Herschel,SPIRE
9431,HiGALFil016.0813+0.5442,1.6974000e+24,3.3906000e+20,18.4400,1.61290,1.18400,Herschel,SPIRE
9455,HiGALFil014.9222+0.5547,1.7725000e+24,4.1328000e+20,19.0170,1.56250,1.17360,Herschel,SPIRE
9463,HiGALFil010.6029+0.5546,1.5407000e+24,1.1959000e+20,20.5420,2.50000,1.02430,Herschel,SPIRE
9473,HiGALFil019.2407+0.5816,2.7455000e+24,4.5576000e+20,19.4980,2.17391,1.24210,Herschel,SPIRE
9487,HiGALFil022.1443+0.5713,2.4632000e+24,5.5588000e+20,19.6290,2.94118,1.14140,Herschel,SPIRE
9490,HiGALFil020.7141+0.5655,2.0178000e+24,4.2029000e+20,18.5330,1.38889,1.19930,Herschel,SPIRE
9494,HiGALFil015.1947+0.5586,1.2757000e+24,2.0282000e+20,18.9030,2.12766,1.06740,Herschel,SPIRE
9596,HiGALFil014.5462+0.5735,1.4798000e+24,3.3858000e+20,19.9560,2.12766,1.19980,Herschel,SPIRE
9611,HiGALFil017.5039+0.5790,2.8179000e+24,4.1580000e+20,19.5040,2.17391,1.16760,Herschel,SPIRE
9616,HiGALFil013.4909+0.5709,1.8190000e+24,2.7081000e+20,19.8370,1.49254,1.09960,Herschel,SPIRE
9662,HiGALFil014.6482+0.6230,3.1953000e+24,7.0806000e+20,20.3690,3.12500,1.44450,Herschel,SPIRE
9685,HiGALFil015.0878+0.5723,1.0044000e+24,1.6926000e+20,18.7880,1.85185,1.09580,Herschel,SPIRE
9686,HiGALFil015.0416+0.5904,1.6918000e+24,2.7332000e+20,18.7720,1.88679,1.15460,Herschel,SPIRE
9687,HiGALFil013.9945+0.5838,2.3596000e+24,4.7969000e+20,19.8590,2.04082,1.15960,Herschel,SPIRE
9699,HiGALFil021.8427+0.6198,4.8941000e+24,8.5309000e+20,19.1470,2.17391,1.41760,Herschel,SPIRE
9702,HiGALFil019.7607+0.5786,9.8671000e+23,1.3547000e+20,19.2260,1.81818,1.05150,Herschel,SPIRE
9750,HiGALFil012.9625+0.6125,4.5373000e+24,1.5435000e+21,18.2180,2.70270,1.41740,Herschel,SPIRE
9757,HiGALFil022.3257+0.6184,5.2514000e+24,8.2037000e+20,20.3290,2.17391,1.24240,Herschel,SPIRE
9765,HiGALFil017.7842+0.6165,4.0393000e+24,6.9857000e+20,18.5890,1.61290,1.34240,Herschel,SPIRE
9788,HiGALFil014.0764+0.6298,4.7497000e+24,9.4376000e+20,18.8480,2.63158,1.33200,Herschel,SPIRE
9803,HiGALFil017.4449+0.6100,5.1059000e+24,7.2214000e+20,20.2120,1.88679,1.22770,Herschel,SPIRE
9810,HiGALFil013.3106+0.6083,1.2656000e+24,2.7497000e+20,19.9990,2.70270,1.10470,Herschel,SPIRE
9812,HiGALFil013.0366+0.6040,2.8512000e+24,4.1396000e+20,19.2250,1.66667,1.15970,Herschel,SPIRE
9818,HiGALFil010.6294+0.6253,3.8383000e+24,8.0172000e+20,19.5990,1.72414,1.20910,Herschel,SPIRE
9829,HiGALFil018.9961+0.6260,4.1928000e+24,5.7544000e+20,18.3060,1.63934,1.27270,Herschel,SPIRE
9838,HiGALFil012.8564+0.6103,6.1538000e+24,9.2895000e+20,18.0320,1.49254,1.26400,Herschel,SPIRE
9847,HiGALFil022.5167+0.6132,2.4502000e+24,3.3269000e+20,20.5670,1.92308,1.13840,Herschel,SPIRE
9848,HiGALFil022.4657+0.6309,4.2897000e+24,7.1721000e+20,20.3960,1.51515,1.28680,Herschel,SPIRE
9852,HiGALFil021.1673+0.6009,1.1456000e+24,2.1597000e+20,18.7750,2.08333,1.10810,Herschel,SPIRE
9860,HiGALFil013.7791+0.6145,3.0311000e+24,9.9680000e+20,19.3570,1.96078,1.47730,Herschel,SPIRE
9872,HiGALFil021.3385+0.6291,3.1476000e+24,3.8180000e+20,19.3320,1.75439,1.12780,Herschel,SPIRE
9907,HiGALFil016.1142+0.6872,1.0831000e+25,8.6504000e+20,18.4420,1.85185,1.28830,Herschel,SPIRE
9921,HiGALFil020.8981+0.6230,3.1868000e+24,2.7350000e+20,18.8680,2.08333,1.13450,Herschel,SPIRE
9938,HiGALFil013.4614+0.6203,1.1112000e+24,2.0831000e+20,20.2010,1.88679,1.05380,Herschel,SPIRE
9976,HiGALFil013.2877+0.6315,1.7465000e+24,1.5878000e+20,19.8600,2.85714,1.10310,Herschel,SPIRE
9981,HiGALFil020.0960+0.6426,3.5951000e+24,5.4979000e+20,19.0710,1.85185,1.18770,Herschel,SPIRE
9985,HiGALFil017.8653+0.6344,2.8153000e+24,3.3982000e+20,18.9290,1.51515,1.16680,Herschel,SPIRE
9994,HiGALFil014.3523+0.6340,3.0374000e+24,9.7939000e+20,18.8280,1.88679,1.74190,Herschel,SPIRE
10009,HiGALFil015.5170+0.6816,7.7131000e+24,1.4563000e+21,17.6930,1.38889,1.54560,Herschel,SPIRE
10023,HiGALFil022.0875+0.6366,2.4393000e+24,6.2208000e+20,20.1740,1.40845,1.13990,Herschel,SPIRE
