IDSTAR,NAMESTAR,GLON_ST,GLAT_ST,FLUX_ST,TYPE_ST
816155,HIGALPS334.2015-0.7821,334.20145,-0.78205200,2.49234,PRESTELLAR
816174,HIGALPS334.2048+0.4943,334.20523,0.49486200,5.73682,PRESTELLAR
816181,HIGALPS334.2069-0.3758,334.20734,-0.37521300,11.6919,PRESTELLAR
816187,HIGALPS334.2086+0.0099,334.20854,0.0099530000,10.7531,PRESTELLAR
816191,HIGALPS334.2094-1.0351,334.20949,-1.0365800,1.35030,UNBOUND
816194,HIGALPS334.2109+0.0909,334.21027,0.090780000,34.7190,PROTOSTELLAR
816215,HIGALPS334.2165-0.2929,334.21584,-0.29384500,11.2911,PROTOSTELLAR
816225,HIGALPS334.2187+0.4518,334.21835,0.45313000,2.37554,PRESTELLAR
816228,HIGALPS334.2186-0.1092,334.21873,-0.11011000,19.8792,PROTOSTELLAR
816230,HIGALPS334.2199-0.3943,334.21970,-0.39341500,6.57178,PRESTELLAR
816233,HIGALPS334.2213+0.4883,334.22051,0.48845900,4.69008,PRESTELLAR
816238,HIGALPS334.2233+0.9483,334.22380,0.94710900,1.66107,PRESTELLAR
816242,HIGALPS334.2262+0.1524,334.22607,0.15273000,12.0259,PROTOSTELLAR
816247,HIGALPS334.2281+0.8314,334.22791,0.83108400,4.82659,PRESTELLAR
816248,HIGALPS334.2284-0.1593,334.22803,-0.15875500,11.5529,PROTOSTELLAR
816250,HIGALPS334.2274-0.5417,334.22821,-0.54158400,11.4491,PRESTELLAR
816252,HIGALPS334.2286-0.0297,334.22828,-0.029549000,11.3730,PRESTELLAR
816257,HIGALPS334.2288+0.4762,334.22912,0.47701800,6.11107,PRESTELLAR
816260,HIGALPS334.2297-0.6635,334.22971,-0.66342400,6.87623,PRESTELLAR
816268,HIGALPS334.2315+0.5730,334.23152,0.57366100,4.26825,PRESTELLAR
816271,HIGALPS334.2327-1.1298,334.23270,-1.1292560,4.62858,PRESTELLAR
816278,HIGALPS334.2342+0.4329,334.23475,0.43260500,8.73980,PRESTELLAR
816291,HIGALPS334.2393-0.7537,334.23931,-0.75360600,3.74619,PRESTELLAR
816303,HIGALPS334.2446+0.8119,334.24415,0.81206100,3.95523,PRESTELLAR
816305,HIGALPS334.2444-0.1066,334.24447,-0.10708500,62.6201,PROTOSTELLAR
816307,HIGALPS334.2453-0.4766,334.24497,-0.47779200,6.43558,PRESTELLAR
816310,HIGALPS334.2463+0.5656,334.24625,0.56563200,11.2117,UNBOUND
816321,HIGALPS334.2479+0.2305,334.24912,0.23030500,6.66900,PRESTELLAR
816322,HIGALPS334.2479+0.2805,334.24926,0.28060200,10.6025,PRESTELLAR
816324,HIGALPS334.2492-0.0642,334.24945,-0.064381000,14.7128,PRESTELLAR
816335,HIGALPS334.2522+0.5553,334.25258,0.55441500,7.74938,PRESTELLAR
816336,HIGALPS334.2525+0.0680,334.25268,0.067947000,38.7104,PROTOSTELLAR
816338,HIGALPS334.2534+0.1073,334.25297,0.10800000,17.6227,PROTOSTELLAR
816344,HIGALPS334.2557+0.8169,334.25562,0.81699700,2.38938,PRESTELLAR
816348,HIGALPS334.2574+0.8788,334.25696,0.87905900,7.67010,PRESTELLAR
816349,HIGALPS334.2571-0.3357,334.25705,-0.33565100,7.74124,PRESTELLAR
816361,HIGALPS334.2620-0.3994,334.26131,-0.39951200,4.85259,PRESTELLAR
816362,HIGALPS334.2600-0.2474,334.26144,-0.24693700,14.2831,PRESTELLAR
816363,HIGALPS334.2608-0.5430,334.26152,-0.54320900,3.14984,PRESTELLAR
816371,HIGALPS334.2644+0.4324,334.26473,0.43209000,22.3772,PRESTELLAR
816372,HIGALPS334.2645-0.5539,334.26476,-0.55402700,2.81799,PROTOSTELLAR
816379,HIGALPS334.2661+0.8660,334.26610,0.86603500,11.6340,PRESTELLAR
816390,HIGALPS334.2684+0.3134,334.26835,0.31344600,4.15792,PRESTELLAR
816397,HIGALPS334.2704-0.2476,334.27098,-0.24737300,24.6603,PRESTELLAR
816402,HIGALPS334.2720+0.0620,334.27215,0.062147000,8.43666,PRESTELLAR
816405,HIGALPS334.2731+0.3805,334.27266,0.38037800,4.96731,PRESTELLAR
816406,HIGALPS334.2718+0.5197,334.27280,0.51961500,3.50025,PRESTELLAR
816417,HIGALPS334.2749-0.3585,334.27558,-0.35879800,7.10131,PRESTELLAR
816418,HIGALPS334.2759-0.2347,334.27585,-0.23463300,11.5277,PRESTELLAR
816420,HIGALPS334.2756+0.8570,334.27657,0.85611400,10.2849,PRESTELLAR
816424,HIGALPS334.2781-0.0389,334.27784,-0.038490000,6.18051,PRESTELLAR
816431,HIGALPS334.2798-0.4906,334.27974,-0.49050700,7.52392,PRESTELLAR
816436,HIGALPS334.2809+0.2174,334.28116,0.21765200,5.07263,PRESTELLAR
816438,HIGALPS334.2818+0.2630,334.28228,0.26398600,8.42460,PRESTELLAR
816447,HIGALPS334.2840-0.5949,334.28512,-0.59570500,7.81287,PRESTELLAR
816453,HIGALPS334.2865+0.0344,334.28638,0.034343000,5.28325,PROTOSTELLAR
816458,HIGALPS334.2883+0.9051,334.28825,0.90518800,3.89597,UNBOUND
816464,HIGALPS334.2881+0.0440,334.28917,0.044743000,5.38396,PRESTELLAR
816468,HIGALPS334.2888+0.8805,334.28983,0.88069300,5.92627,PRESTELLAR
816469,HIGALPS334.2896+0.4215,334.28989,0.42123600,13.0130,PROTOSTELLAR
816480,HIGALPS334.2935+0.1173,334.29335,0.11648700,27.5734,PRESTELLAR
816491,HIGALPS334.2967-0.1197,334.29640,-0.11869500,8.25311,PROTOSTELLAR
816495,HIGALPS334.2980-0.2976,334.29720,-0.29728800,8.44718,PRESTELLAR
816506,HIGALPS334.3008+0.3728,334.29944,0.37253000,8.70326,PROTOSTELLAR
816518,HIGALPS334.3035-0.4184,334.30229,-0.41834900,8.82097,PRESTELLAR
816520,HIGALPS334.3025-0.3324,334.30300,-0.33223300,3.28783,PRESTELLAR
816521,HIGALPS334.3025+0.8528,334.30302,0.85372300,9.81984,PRESTELLAR
816527,HIGALPS334.3042+0.0623,334.30385,0.062443000,10.0876,PRESTELLAR
816531,HIGALPS334.3047+0.1691,334.30487,0.16921900,10.8323,PRESTELLAR
816533,HIGALPS334.3047+0.0478,334.30528,0.048304000,13.0046,PRESTELLAR
816535,HIGALPS334.3052-0.7986,334.30558,-0.79931900,2.22555,UNBOUND
816536,HIGALPS334.3053+0.3144,334.30584,0.31428200,5.18967,UNBOUND
816540,HIGALPS334.3073-0.0792,334.30704,-0.079489000,36.6039,PROTOSTELLAR
816564,HIGALPS334.3132-0.0180,334.31376,-0.019119000,24.0389,PRESTELLAR
816567,HIGALPS334.3148+0.4770,334.31439,0.47811700,8.13074,PRESTELLAR
816571,HIGALPS334.3144-0.4124,334.31496,-0.41268300,5.35416,PRESTELLAR
816581,HIGALPS334.3182+0.1824,334.31813,0.18246700,26.2725,PRESTELLAR
816582,HIGALPS334.3200-0.3697,334.31903,-0.36836600,16.8293,PRESTELLAR
816583,HIGALPS334.3186-0.3880,334.31915,-0.38834300,6.70943,PRESTELLAR
816587,HIGALPS334.3210+0.3059,334.32060,0.30528300,8.88218,PRESTELLAR
816594,HIGALPS334.3227+0.6598,334.32262,0.65926800,2.54003,PRESTELLAR
816602,HIGALPS334.3250+1.1112,334.32446,1.1097540,2.42799,UNBOUND
816603,HIGALPS334.3248+0.8656,334.32472,0.86640900,4.68661,PRESTELLAR
816607,HIGALPS334.3243-0.6122,334.32488,-0.61154800,3.30772,PRESTELLAR
816610,HIGALPS334.3259+0.6397,334.32584,0.63972200,7.90763,PRESTELLAR
816611,HIGALPS334.3267-0.1926,334.32659,-0.19276800,30.9828,PROTOSTELLAR
816617,HIGALPS334.3281-0.7259,334.32792,-0.72548700,6.12756,PRESTELLAR
816618,HIGALPS334.3284-0.2867,334.32792,-0.28746000,128.397,PROTOSTELLAR
816620,HIGALPS334.3281-0.7957,334.32817,-0.79543600,6.89778,PRESTELLAR
816624,HIGALPS334.3297+0.2428,334.32938,0.24214200,4.16897,PRESTELLAR
816628,HIGALPS334.3301+0.4513,334.33063,0.45134800,7.36240,PRESTELLAR
816630,HIGALPS334.3317+0.1036,334.33105,0.10318400,8.02454,PRESTELLAR
816631,HIGALPS334.3312-0.8216,334.33116,-0.82157100,1.81986,PRESTELLAR
816635,HIGALPS334.3321+0.9639,334.33206,0.96436200,174.400,PROTOSTELLAR
816641,HIGALPS334.3336-0.2379,334.33346,-0.23695800,30.9616,PROTOSTELLAR
816644,HIGALPS334.3351+0.4156,334.33448,0.41553800,28.2456,PROTOSTELLAR
816648,HIGALPS334.3359-0.3235,334.33556,-0.32409100,13.8073,PRESTELLAR
816656,HIGALPS334.3381+0.5323,334.33820,0.53294800,3.25143,PRESTELLAR
816670,HIGALPS334.3436+0.1846,334.34245,0.18531300,8.10328,PRESTELLAR
816673,HIGALPS334.3419-0.9992,334.34324,-0.99911100,2.32984,UNBOUND
816674,HIGALPS334.3442+0.0486,334.34335,0.048082000,180.029,PROTOSTELLAR
816679,HIGALPS334.3435-1.1161,334.34390,-1.1156150,4.96688,UNBOUND
816687,HIGALPS334.3471+0.4411,334.34687,0.44117100,4.56246,PRESTELLAR
816688,HIGALPS334.3476+0.9519,334.34702,0.95248900,164.474,PRESTELLAR
816700,HIGALPS334.3498-1.1216,334.34946,-1.1212810,2.84422,PRESTELLAR
816703,HIGALPS334.3498+0.8823,334.34975,0.88237300,5.42729,PRESTELLAR
816706,HIGALPS334.3496+0.2905,334.35079,0.28996400,8.14332,PRESTELLAR
816708,HIGALPS334.3512+0.5607,334.35113,0.56070000,9.64786,PRESTELLAR
816710,HIGALPS334.3522+0.5136,334.35215,0.51364000,4.45411,PRESTELLAR
816725,HIGALPS334.3561+0.9460,334.35626,0.94704700,18.9391,PRESTELLAR
816731,HIGALPS334.3582-0.7212,334.35834,-0.72095700,1.99510,UNBOUND
816743,HIGALPS334.3602-1.1450,334.36069,-1.1441080,2.31453,PRESTELLAR
816753,HIGALPS334.3630-0.9593,334.36310,-0.95988000,1.08880,UNBOUND
816758,HIGALPS334.3644-1.0167,334.36435,-1.0157260,1.02090,UNBOUND
816761,HIGALPS334.3649+0.9308,334.36504,0.93031700,4.76753,PRESTELLAR
816766,HIGALPS334.3653+0.4813,334.36624,0.48212000,15.3346,PRESTELLAR
816768,HIGALPS334.3675+0.7924,334.36742,0.79327300,3.22420,PRESTELLAR
816776,HIGALPS334.3686-1.1122,334.36883,-1.1122620,0.987124,UNBOUND
816782,HIGALPS334.3714+0.3120,334.37190,0.31164200,6.16797,PRESTELLAR
816785,HIGALPS334.3722-0.1632,334.37319,-0.16318200,8.96371,PRESTELLAR
816786,HIGALPS334.3738+0.2423,334.37392,0.24360100,6.47068,UNBOUND
816791,HIGALPS334.3754+0.0677,334.37533,0.067793000,28.1656,UNBOUND
816792,HIGALPS334.3759+0.2198,334.37538,0.21941800,10.5966,PROTOSTELLAR
816794,HIGALPS334.3748-0.1381,334.37566,-0.13837800,15.9543,PROTOSTELLAR
816799,HIGALPS334.3771-0.0892,334.37750,-0.088595000,17.7784,PRESTELLAR
816801,HIGALPS334.3779-0.5169,334.37787,-0.51679400,3.23188,PRESTELLAR
816806,HIGALPS334.3807-0.6183,334.37943,-0.61922700,3.34718,PRESTELLAR
816809,HIGALPS334.3807+0.3699,334.38057,0.36963400,3.14680,PRESTELLAR
816811,HIGALPS334.3811+0.5319,334.38103,0.53199400,8.72120,PRESTELLAR
816813,HIGALPS334.3826+0.0427,334.38289,0.042741000,10.5807,PRESTELLAR
816819,HIGALPS334.3839+0.7280,334.38383,0.72804200,7.42792,PRESTELLAR
816820,HIGALPS334.3829-1.0191,334.38389,-1.0191180,2.13719,PRESTELLAR
816823,HIGALPS334.3843-0.4619,334.38542,-0.46076300,7.11442,UNBOUND
816826,HIGALPS334.3869+0.6912,334.38690,0.69126100,4.16094,PRESTELLAR
816845,HIGALPS334.3906+0.0554,334.38959,0.055161000,8.57087,PRESTELLAR
816849,HIGALPS334.3909+0.1496,334.39032,0.14921600,7.29900,PROTOSTELLAR
816851,HIGALPS334.3909+0.9300,334.39087,0.93007600,2.61394,PRESTELLAR
816855,HIGALPS334.3927-0.0995,334.39114,-0.099081000,10.9236,PROTOSTELLAR
816860,HIGALPS334.3929+0.4952,334.39224,0.49400400,6.75725,PRESTELLAR
816862,HIGALPS334.3926+0.2848,334.39303,0.28469400,6.16947,PROTOSTELLAR
816863,HIGALPS334.3934-0.0102,334.39339,-0.010137000,6.57865,PRESTELLAR
816864,HIGALPS334.3938-0.8531,334.39376,-0.85301600,3.76616,PRESTELLAR
816870,HIGALPS334.3950-1.0768,334.39496,-1.0761060,3.27782,PRESTELLAR
816871,HIGALPS334.3944-0.7620,334.39538,-0.76301100,6.45310,PRESTELLAR
816872,HIGALPS334.3952-0.2767,334.39573,-0.27703200,18.8257,PROTOSTELLAR
816875,HIGALPS334.3957+0.4787,334.39661,0.48008300,8.54939,PRESTELLAR
816883,HIGALPS334.3996-0.2161,334.39957,-0.21607800,19.3836,PRESTELLAR
816884,HIGALPS334.3996+0.9776,334.39959,0.97766900,2.65209,PRESTELLAR
816890,HIGALPS334.4027-0.5163,334.40189,-0.51641900,12.0376,PROTOSTELLAR
816912,HIGALPS334.4068-1.0626,334.40676,-1.0625280,3.24008,UNBOUND
816913,HIGALPS334.4069+1.0788,334.40686,1.0788630,2.39408,UNBOUND
816918,HIGALPS334.4072-0.5242,334.40774,-0.52498100,19.8704,PROTOSTELLAR
816924,HIGALPS334.4098+0.6189,334.41032,0.61928800,5.17020,PRESTELLAR
816925,HIGALPS334.4108+0.2288,334.41041,0.22961600,7.05514,PRESTELLAR
816928,HIGALPS334.4102-0.0160,334.41057,-0.015506000,27.2944,PROTOSTELLAR
816932,HIGALPS334.4111+0.0601,334.41117,0.060243000,2.39791,PRESTELLAR
816955,HIGALPS334.4151-0.8335,334.41541,-0.83369600,4.10751,PRESTELLAR
816980,HIGALPS334.4211-0.0461,334.42110,-0.046057000,9.09837,PRESTELLAR
816983,HIGALPS334.4215-0.4849,334.42150,-0.48523400,3.36704,PRESTELLAR
816984,HIGALPS334.4209+0.7504,334.42168,0.74903000,7.01859,PRESTELLAR
816988,HIGALPS334.4224-0.8115,334.42232,-0.81138200,3.58033,PRESTELLAR
816990,HIGALPS334.4231+0.4065,334.42339,0.40635900,7.67375,PRESTELLAR
816996,HIGALPS334.4247-0.2403,334.42430,-0.23934100,25.0742,PROTOSTELLAR
816998,HIGALPS334.4239-0.5407,334.42501,-0.54081400,7.72890,PROTOSTELLAR
817015,HIGALPS334.4277-1.0727,334.42714,-1.0731390,1.44183,UNBOUND
817016,HIGALPS334.4271+0.3320,334.42731,0.33189200,41.2721,PROTOSTELLAR
817018,HIGALPS334.4287-0.1997,334.42775,-0.20024200,38.2738,PROTOSTELLAR
817025,HIGALPS334.4284+0.0563,334.42909,0.057206000,14.2167,PRESTELLAR
817031,HIGALPS334.4305-0.7741,334.43067,-0.77291800,7.23843,PRESTELLAR
817033,HIGALPS334.4313-0.8550,334.43125,-0.85499500,3.97213,PRESTELLAR
817034,HIGALPS334.4309+1.0958,334.43133,1.0956410,6.89327,PRESTELLAR
817037,HIGALPS334.4314+1.0496,334.43140,1.0496870,2.57426,PRESTELLAR
817040,HIGALPS334.4324-0.6853,334.43192,-0.68656100,3.74113,PRESTELLAR
817042,HIGALPS334.4319+0.4854,334.43202,0.48556900,7.93576,PRESTELLAR
817050,HIGALPS334.4333+1.0674,334.43284,1.0676590,6.52928,PRESTELLAR
817052,HIGALPS334.4331+0.6234,334.43309,0.62343900,4.50203,PRESTELLAR
817059,HIGALPS334.4337+0.3287,334.43417,0.32775800,21.5627,PROTOSTELLAR
817060,HIGALPS334.4356-0.7232,334.43459,-0.72352600,17.4697,PRESTELLAR
817062,HIGALPS334.4348-0.1158,334.43508,-0.11449400,14.0620,PRESTELLAR
817080,HIGALPS334.4405-0.5742,334.44009,-0.57480400,12.2376,PROTOSTELLAR
817081,HIGALPS334.4399-0.0594,334.44015,-0.059077000,13.4703,PRESTELLAR
817082,HIGALPS334.4406-0.5330,334.44036,-0.53313300,2.63994,UNBOUND
817090,HIGALPS334.4423-0.2094,334.44241,-0.20960400,15.0531,PRESTELLAR
817092,HIGALPS334.4430+0.0305,334.44287,0.029874000,11.2416,PRESTELLAR
817093,HIGALPS334.4429-0.2849,334.44288,-0.28487600,9.14779,PRESTELLAR
817097,HIGALPS334.4459-0.8427,334.44501,-0.84272100,3.78223,PRESTELLAR
817098,HIGALPS334.4456-0.7266,334.44526,-0.72688500,28.6655,PRESTELLAR
817099,HIGALPS334.4454+0.6689,334.44538,0.66895800,4.01166,PRESTELLAR
817100,HIGALPS334.4455+0.9927,334.44549,0.99269800,3.42140,PRESTELLAR
817105,HIGALPS334.4459+0.3657,334.44590,0.36579600,5.22347,UNBOUND
817107,HIGALPS334.4475+0.7730,334.44691,0.77319500,6.89310,PRESTELLAR
817110,HIGALPS334.4471+0.2942,334.44736,0.29423900,5.54904,PRESTELLAR
817112,HIGALPS334.4474-0.6581,334.44750,-0.65836600,5.27791,PRESTELLAR
817117,HIGALPS334.4488-0.6192,334.44885,-0.61944100,1.49299,UNBOUND
817129,HIGALPS334.4517+0.0933,334.45206,0.094931000,10.4067,PRESTELLAR
817132,HIGALPS334.4542+0.2420,334.45336,0.24189600,5.14608,PRESTELLAR
817134,HIGALPS334.4543-0.5588,334.45361,-0.55905800,5.97209,PRESTELLAR
817153,HIGALPS334.4568-0.9738,334.45714,-0.97354100,5.08159,UNBOUND
817160,HIGALPS334.4576-0.2469,334.45797,-0.24812900,45.1738,PROTOSTELLAR
817167,HIGALPS334.4609+1.0184,334.46040,1.0189650,2.04896,PRESTELLAR
817169,HIGALPS334.4600-0.8540,334.46066,-0.85386800,6.70279,PRESTELLAR
817170,HIGALPS334.4624+0.7374,334.46108,0.73688000,11.9683,PRESTELLAR
817177,HIGALPS334.4626-0.0537,334.46234,-0.053910000,8.62826,PROTOSTELLAR
817182,HIGALPS334.4627-0.9002,334.46280,-0.90082400,34.2665,PRESTELLAR
817188,HIGALPS334.4644-0.6526,334.46432,-0.65250300,2.25980,PRESTELLAR
817202,HIGALPS334.4674-0.8481,334.46715,-0.84680400,9.75285,PRESTELLAR
817208,HIGALPS334.4699+1.0283,334.46990,1.0283820,2.85068,PRESTELLAR
817211,HIGALPS334.4715+0.4932,334.47102,0.49324900,3.35054,UNBOUND
817214,HIGALPS334.4720-0.2558,334.47170,-0.25584600,8.16544,PRESTELLAR
817219,HIGALPS334.4709+0.3440,334.47206,0.34383600,3.92066,UNBOUND
817220,HIGALPS334.4729+0.1718,334.47248,0.17152700,5.05409,PROTOSTELLAR
817226,HIGALPS334.4741-0.1493,334.47384,-0.14981700,36.5718,PROTOSTELLAR
817239,HIGALPS334.4774+0.8581,334.47650,0.85891200,10.6405,PRESTELLAR
817245,HIGALPS334.4776+0.0744,334.47708,0.075526000,5.68221,PRESTELLAR
817255,HIGALPS334.4796+0.1776,334.47951,0.17762800,28.2414,PRESTELLAR
817258,HIGALPS334.4812+0.8279,334.47991,0.82848200,11.7757,PROTOSTELLAR
817262,HIGALPS334.4803-0.5369,334.48030,-0.53686000,12.4568,PRESTELLAR
817272,HIGALPS334.4818-0.9177,334.48198,-0.91741400,2.75224,UNBOUND
817278,HIGALPS334.4825-0.9751,334.48285,-0.97531800,10.3039,PROTOSTELLAR
817281,HIGALPS334.4831-0.6835,334.48388,-0.68360300,3.70827,PRESTELLAR
817283,HIGALPS334.4845+0.9917,334.48443,0.99174800,6.10971,PRESTELLAR
817291,HIGALPS334.4859-0.2259,334.48560,-0.22591400,16.0861,PRESTELLAR
817294,HIGALPS334.4875+0.4036,334.48636,0.40386400,3.72041,PROTOSTELLAR
817299,HIGALPS334.4875-0.6622,334.48726,-0.66248700,1.92502,UNBOUND
817301,HIGALPS334.4878+0.6659,334.48775,0.66594200,8.30128,PRESTELLAR
817303,HIGALPS334.4884+1.0365,334.48832,1.0365530,8.31261,PRESTELLAR
817305,HIGALPS334.4876+0.7477,334.48875,0.74861200,26.5823,PRESTELLAR
817308,HIGALPS334.4895-0.2890,334.48952,-0.28768700,7.49078,PRESTELLAR
817322,HIGALPS334.4944+0.2882,334.49446,0.28851600,5.30139,UNBOUND
817325,HIGALPS334.4956+0.2728,334.49558,0.27283700,2.14250,PRESTELLAR
817326,HIGALPS334.4956+0.8183,334.49575,0.81899400,10.5124,PROTOSTELLAR
817335,HIGALPS334.4967+0.6572,334.49638,0.65673700,13.0972,PRESTELLAR
817336,HIGALPS334.4955+0.8331,334.49683,0.83206900,8.27586,PROTOSTELLAR
817338,HIGALPS334.4971+0.7678,334.49709,0.76785500,6.52586,PRESTELLAR
817343,HIGALPS334.4964+0.0829,334.49758,0.082451000,5.85665,PRESTELLAR
817344,HIGALPS334.4981+0.5377,334.49783,0.53742500,7.18171,PRESTELLAR
817368,HIGALPS334.5026+0.7946,334.50402,0.79456700,17.8283,PROTOSTELLAR
817374,HIGALPS334.5066+0.1712,334.50660,0.17126500,9.92239,PRESTELLAR
817377,HIGALPS334.5069-1.0045,334.50686,-1.0044760,2.17283,PRESTELLAR
817384,HIGALPS334.5072-0.6217,334.50703,-0.62242600,2.48026,UNBOUND
817387,HIGALPS334.5073-0.1702,334.50778,-0.16980000,12.9732,PRESTELLAR
817393,HIGALPS334.5089-0.1275,334.50885,-0.12748400,16.1406,PRESTELLAR
817395,HIGALPS334.5086+0.8456,334.50940,0.84451900,10.8033,PROTOSTELLAR
817404,HIGALPS334.5113+0.7650,334.51060,0.76527800,20.8416,PRESTELLAR
817416,HIGALPS334.5131-0.7195,334.51328,-0.72022300,2.30989,UNBOUND
817419,HIGALPS334.5141+0.3991,334.51407,0.39910800,6.43642,PRESTELLAR
817426,HIGALPS334.5157+0.6431,334.51566,0.64314300,5.04017,PRESTELLAR
817441,HIGALPS334.5197+0.7700,334.51931,0.77085000,15.5203,PRESTELLAR
817443,HIGALPS334.5199+0.6614,334.51959,0.66169700,6.94411,PRESTELLAR
817444,HIGALPS334.5206+0.8013,334.52000,0.80081200,11.6760,PRESTELLAR
817448,HIGALPS334.5202+0.2947,334.52063,0.29526100,11.8866,PRESTELLAR
817456,HIGALPS334.5227-0.0495,334.52216,-0.049425000,32.7183,PROTOSTELLAR
817457,HIGALPS334.5215+0.1313,334.52246,0.13159900,6.85669,PRESTELLAR
817459,HIGALPS334.5226-0.3504,334.52304,-0.35185800,2.90736,UNBOUND
817460,HIGALPS334.5222-0.3381,334.52307,-0.33761300,9.87966,PRESTELLAR
817468,HIGALPS334.5232+0.0255,334.52367,0.026013000,8.34181,PROTOSTELLAR
817474,HIGALPS334.5266-0.2246,334.52609,-0.22507300,32.7897,PROTOSTELLAR
817477,HIGALPS334.5257-0.9173,334.52633,-0.91671700,3.89733,UNBOUND
817505,HIGALPS334.5319-0.5215,334.53170,-0.52155600,2.14734,PRESTELLAR
817509,HIGALPS334.5325-0.7880,334.53244,-0.78793100,9.88342,PRESTELLAR
817524,HIGALPS334.5353-0.1341,334.53490,-0.13536300,9.94841,PROTOSTELLAR
817532,HIGALPS334.5365+0.1237,334.53644,0.12373800,8.44078,PRESTELLAR
817533,HIGALPS334.5369-0.8236,334.53670,-0.82381700,4.60739,PRESTELLAR
817535,HIGALPS334.5374+0.9769,334.53717,0.97560400,6.57704,PRESTELLAR
817547,HIGALPS334.5394-0.4096,334.53887,-0.41079300,4.00220,PRESTELLAR
817549,HIGALPS334.5391+0.7722,334.53948,0.77295200,43.7127,PROTOSTELLAR
817552,HIGALPS334.5393-0.5682,334.53993,-0.56832700,16.4945,PROTOSTELLAR
817557,HIGALPS334.5416-0.9550,334.54224,-0.95472100,3.14799,PRESTELLAR
817561,HIGALPS334.5426+0.1386,334.54318,0.13948200,11.2751,PRESTELLAR
817562,HIGALPS334.5435+0.3948,334.54352,0.39481400,3.30615,PRESTELLAR
817588,HIGALPS334.5493-0.9305,334.54932,-0.93080500,2.17010,UNBOUND
817589,HIGALPS334.5509-0.0823,334.54959,-0.082822000,3.67943,PROTOSTELLAR
817591,HIGALPS334.5503+0.6887,334.55000,0.68831600,3.35294,UNBOUND
817593,HIGALPS334.5495+0.8535,334.55014,0.85409700,12.1350,PROTOSTELLAR
817594,HIGALPS334.5514+0.7905,334.55044,0.79094900,41.1285,PROTOSTELLAR
817602,HIGALPS334.5523+0.9851,334.55223,0.98519200,11.4992,PRESTELLAR
817608,HIGALPS334.5542+0.3109,334.55331,0.31015200,10.7875,PRESTELLAR
817611,HIGALPS334.5559+0.8228,334.55476,0.82298000,25.6801,PROTOSTELLAR
817617,HIGALPS334.5558+0.4792,334.55602,0.47951000,10.3139,PRESTELLAR
817621,HIGALPS334.5560+0.1519,334.55676,0.15210400,5.91448,PRESTELLAR
817628,HIGALPS334.5570-1.0634,334.55790,-1.0623750,7.90527,PROTOSTELLAR
817645,HIGALPS334.5628-0.9377,334.56257,-0.93762000,2.76076,PRESTELLAR
817647,HIGALPS334.5638+0.0156,334.56381,0.015642000,5.35740,PRESTELLAR
817650,HIGALPS334.5641+0.5769,334.56407,0.57698000,9.72982,PRESTELLAR
817655,HIGALPS334.5662-0.5639,334.56616,-0.56399000,8.85204,PROTOSTELLAR
817665,HIGALPS334.5697+0.9926,334.56985,0.99268600,9.28698,PRESTELLAR
817690,HIGALPS334.5783+0.5449,334.57777,0.54412200,12.4631,PRESTELLAR
817694,HIGALPS334.5786-0.9454,334.57839,-0.94596800,4.16853,UNBOUND
817699,HIGALPS334.5791-0.8941,334.57979,-0.89377600,2.64056,PRESTELLAR
817704,HIGALPS334.5827-0.9607,334.58139,-0.95999100,10.3894,PRESTELLAR
817714,HIGALPS334.5825+0.6208,334.58302,0.62097600,5.56944,PRESTELLAR
817722,HIGALPS334.5851-0.8545,334.58514,-0.85498300,5.72240,PROTOSTELLAR
817724,HIGALPS334.5857+0.9041,334.58569,0.90416500,2.95379,PRESTELLAR
817728,HIGALPS334.5868-0.9045,334.58672,-0.90449400,4.36448,UNBOUND
817738,HIGALPS334.5886-0.2357,334.58919,-0.23429900,8.41061,PRESTELLAR
817748,HIGALPS334.5914-0.2607,334.59286,-0.26061400,12.1203,PRESTELLAR
817750,HIGALPS334.5931+1.1161,334.59302,1.1161790,1.45443,UNBOUND
817751,HIGALPS334.5935-1.1011,334.59365,-1.1006060,20.6846,PROTOSTELLAR
817763,HIGALPS334.5972+0.5475,334.59719,0.54752000,4.46541,PRESTELLAR
817765,HIGALPS334.5971-0.2546,334.59839,-0.25349200,18.1215,PROTOSTELLAR
817766,HIGALPS334.5987+0.0728,334.59859,0.072895000,9.65436,PROTOSTELLAR
817770,HIGALPS334.5986-0.1829,334.59968,-0.18318200,8.57100,PRESTELLAR
817771,HIGALPS334.6013+0.4024,334.60019,0.40261200,12.4703,PRESTELLAR
817775,HIGALPS334.6000+0.5240,334.60106,0.52328100,13.3258,PRESTELLAR
817777,HIGALPS334.6026+0.0105,334.60234,0.010520000,8.65108,PROTOSTELLAR
817782,HIGALPS334.6027+0.0919,334.60327,0.091055000,9.66965,UNBOUND
817783,HIGALPS334.6028+0.3505,334.60336,0.35088300,15.9571,PRESTELLAR
817786,HIGALPS334.6045-1.1936,334.60447,-1.1935000,4.16136,PRESTELLAR
817788,HIGALPS334.6047-1.0285,334.60484,-1.0281960,4.95105,PRESTELLAR
817793,HIGALPS334.6063+1.1234,334.60628,1.1234630,2.99344,UNBOUND
817796,HIGALPS334.6064-0.5290,334.60650,-0.52942200,6.65025,PRESTELLAR
817800,HIGALPS334.6075+1.0054,334.60745,1.0054130,8.78166,PRESTELLAR
